ID,Marital status,Gender, Income ,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age bracktes,Purchased Bike
26625,Single,Female," $60,000 ",0,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,38,Middle aged,Yes
23027,Single,Male," $1,30,000 ",1,Bachelors,Management,No,4,0-1 Miles,North America,44,Middle aged,No
16867,Single,Female," $1,30,000 ",1,Bachelors,Management,No,3,0-1 Miles,North America,45,Middle aged,Yes
14514,Single,Female," $30,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,26,Adolescent,No
19634,Maried,Male," $40,000 ",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Middle aged,No
18504,Maried,Male," $70,000 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,49,Middle aged,No
28799,Single,Female," $40,000 ",2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Middle aged,Yes
11225,Maried,Female," $60,000 ",2,Partial College,Professional,Yes,1,More than 10 Miles,North America,55,Old,No
17657,Maried,Male," $40,000 ",4,Partial College,Clerical,No,0,0-1 Miles,North America,30,Adolescent,No
14913,Maried,Female," $40,000 ",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Middle aged,Yes
14077,Single,Male," $30,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolescent,No
13296,Maried,Male," $1,10,000 ",1,Bachelors,Management,Yes,3,5-10 Miles,North America,45,Middle aged,No
20535,Maried,Female," $70,000 ",4,Partial College,Professional,Yes,1,More than 10 Miles,North America,56,Old,No
12452,Maried,Male," $60,000 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Middle aged,Yes
28043,Maried,Female," $60,000 ",2,Bachelors,Management,Yes,0,More than 10 Miles,North America,56,Old,No
12957,Single,Female," $70,000 ",1,Bachelors,Professional,No,1,0-1 Miles,North America,44,Middle aged,No
15412,Maried,Male," $1,30,000 ",2,Graduate Degree,Management,Yes,3,2-5 Miles,North America,69,Old,No
20514,Maried,Female," $70,000 ",2,Partial College,Professional,Yes,1,2-5 Miles,North America,59,Old,No
20758,Maried,Male," $30,000 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,Middle aged,No
11801,Maried,Male," $60,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle aged,No
22211,Maried,Male," $60,000 ",0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,Middle aged,No
28087,Single,Female," $40,000 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,Adolescent,No
23668,Maried,Female," $40,000 ",4,High School,Professional,Yes,2,5-10 Miles,North America,59,Old,Yes
27441,Maried,Male," $60,000 ",3,High School,Professional,No,2,2-5 Miles,North America,53,Middle aged,No
27261,Maried,Male," $40,000 ",1,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,36,Middle aged,Yes
18649,Single,Male," $30,000 ",1,High School,Clerical,Yes,2,1-2 Miles,North America,51,Middle aged,Yes
21714,Single,Female," $80,000 ",5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle aged,No
23217,Single,Female," $60,000 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Middle aged,Yes
23797,Single,Male," $20,000 ",3,Partial High School,Clerical,No,2,0-1 Miles,North America,50,Middle aged,No
13216,Maried,Female," $60,000 ",5,Bachelors,Management,Yes,3,More than 10 Miles,North America,59,Old,No
20657,Single,Male," $50,000 ",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,37,Middle aged,Yes
12882,Maried,Male," $50,000 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,Middle aged,Yes
25908,Maried,Female," $60,000 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,Adolescent,No
16753,Single,Female," $70,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Middle aged,Yes
14608,Maried,Male," $50,000 ",4,Bachelors,Skilled Manual,Yes,3,More than 10 Miles,North America,42,Middle aged,No
24979,Maried,Female," $60,000 ",2,Partial College,Professional,Yes,2,2-5 Miles,North America,57,Old,Yes
13313,Maried,Female," $1,20,000 ",1,High School,Professional,No,4,2-5 Miles,North America,45,Middle aged,No
18952,Maried,Female," $1,00,000 ",4,Bachelors,Management,Yes,4,0-1 Miles,North America,40,Middle aged,No
17699,Maried,Male," $60,000 ",1,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,55,Old,No
14657,Maried,Male," $80,000 ",1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,Middle aged,Yes
11540,Single,Male," $60,000 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Middle aged,Yes
11783,Maried,Female," $60,000 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,Middle aged,No
14602,Maried,Female," $80,000 ",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Middle aged,Yes
29030,Maried,Male," $70,000 ",2,Partial High School,Skilled Manual,Yes,2,More than 10 Miles,North America,54,Middle aged,No
26490,Single,Male," $70,000 ",2,Bachelors,Management,No,1,2-5 Miles,North America,59,Old,Yes
13151,Single,Male," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolescent,No
17260,Maried,Male," $90,000 ",5,Partial College,Professional,Yes,3,0-1 Miles,North America,41,Middle aged,No
15372,Maried,Male," $80,000 ",3,Partial College,Professional,No,2,2-5 Miles,North America,50,Middle aged,Yes
18105,Maried,Female," $60,000 ",2,Partial College,Professional,Yes,1,More than 10 Miles,North America,55,Old,No
19660,Maried,Male," $80,000 ",4,Bachelors,Management,Yes,0,0-1 Miles,North America,43,Middle aged,No
16112,Single,Male," $70,000 ",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Middle aged,Yes
20698,Maried,Male," $60,000 ",4,Bachelors,Skilled Manual,Yes,3,5-10 Miles,North America,42,Middle aged,No
20076,Single,Female," $10,000 ",2,High School,Manual,Yes,2,1-2 Miles,North America,53,Middle aged,Yes
24496,Single,Female," $40,000 ",0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Adolescent,Yes
15468,Maried,Female," $50,000 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,35,Middle aged,No
28031,Single,Female," $70,000 ",2,Bachelors,Management,No,1,2-5 Miles,North America,59,Old,Yes
26270,Single,Female," $20,000 ",2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,Middle aged,No
22221,Maried,Male," $60,000 ",2,High School,Professional,No,2,1-2 Miles,North America,48,Middle aged,Yes
28228,Single,Female," $80,000 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,Middle aged,No
18363,Maried,Male," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolescent,Yes
23256,Single,Male," $30,000 ",1,High School,Clerical,No,1,5-10 Miles,North America,52,Middle aged,No
12768,Maried,Male," $30,000 ",1,High School,Clerical,Yes,1,2-5 Miles,North America,52,Middle aged,Yes
20361,Maried,Male," $50,000 ",2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,69,Old,No
21306,Single,Male," $60,000 ",2,High School,Professional,Yes,2,5-10 Miles,North America,51,Middle aged,No
13382,Maried,Male," $70,000 ",5,Partial College,Professional,Yes,2,1-2 Miles,North America,57,Old,Yes
20310,Single,Male," $60,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolescent,Yes
22971,Single,Female," $30,000 ",0,High School,Skilled Manual,No,2,0-1 Miles,North America,25,Adolescent,Yes
15287,Single,Female," $50,000 ",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Middle aged,Yes
15532,Single,Male," $60,000 ",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Middle aged,Yes
11255,Maried,Male," $70,000 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,73,Old,No
28090,Maried,Male," $40,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolescent,No
15255,Maried,Male," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolescent,Yes
13154,Maried,Male," $40,000 ",0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Adolescent,Yes
26778,Single,Female," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Middle aged,No
23248,Maried,Female," $10,000 ",2,High School,Manual,Yes,2,1-2 Miles,North America,53,Middle aged,No
21417,Single,Female," $60,000 ",0,Partial College,Professional,No,2,1-2 Miles,North America,32,Middle aged,Yes
17668,Single,Male," $30,000 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,Middle aged,Yes
27994,Maried,Female," $40,000 ",4,High School,Professional,Yes,2,5-10 Miles,North America,69,Old,No
20376,Single,Female," $70,000 ",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,52,Middle aged,Yes
25954,Maried,Male," $60,000 ",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,31,Middle aged,No
15749,Single,Female," $70,000 ",4,Bachelors,Management,Yes,2,More than 10 Miles,North America,61,Old,No
25899,Maried,Female," $70,000 ",2,High School,Professional,Yes,2,More than 10 Miles,North America,53,Middle aged,No
13351,Single,Female," $70,000 ",4,Bachelors,Management,Yes,2,1-2 Miles,North America,62,Old,Yes
23333,Maried,Male," $40,000 ",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,30,Adolescent,No
21660,Maried,Female," $60,000 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Middle aged,Yes
17012,Maried,Female," $60,000 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,42,Middle aged,Yes
24514,Maried,Male," $40,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,30,Adolescent,No
27505,Single,Female," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolescent,No
29243,Single,Male," $1,10,000 ",1,Bachelors,Management,Yes,1,5-10 Miles,North America,43,Middle aged,No
26582,Maried,Male," $60,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,33,Middle aged,Yes
14271,Maried,Male," $30,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,32,Middle aged,No
23041,Single,Female," $70,000 ",4,High School,Professional,Yes,0,5-10 Miles,North America,50,Middle aged,Yes
29048,Single,Male," $1,10,000 ",2,Bachelors,Management,No,3,0-1 Miles,North America,37,Middle aged,Yes
24433,Maried,Male," $70,000 ",3,High School,Professional,No,1,1-2 Miles,North America,52,Middle aged,Yes
15501,Maried,Male," $70,000 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle aged,Yes
13911,Single,Female," $80,000 ",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle aged,Yes
20421,Single,Female," $40,000 ",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,26,Adolescent,No
16009,Single,Male," $1,70,000 ",1,Graduate Degree,Management,No,4,0-1 Miles,North America,66,Old,No
18411,Maried,Male," $60,000 ",2,High School,Professional,No,2,5-10 Miles,North America,51,Middle aged,No
19163,Maried,Female," $70,000 ",4,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,Middle aged,Yes
18572,Maried,Female," $60,000 ",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,39,Middle aged,No
27540,Single,Female," $70,000 ",0,Bachelors,Professional,No,1,0-1 Miles,North America,37,Middle aged,Yes
19889,Single,Female," $70,000 ",2,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,54,Middle aged,Yes
12922,Single,Female," $60,000 ",3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,Middle aged,Yes
18891,Maried,Female," $40,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolescent,No
16773,Maried,Male," $60,000 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,Middle aged,No
19143,Single,Female," $80,000 ",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle aged,Yes
23882,Single,Female," $80,000 ",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Middle aged,Yes
11233,Maried,Male," $70,000 ",4,Partial College,Professional,Yes,2,More than 10 Miles,North America,53,Middle aged,No
12056,Maried,Male," $1,20,000 ",2,Graduate Degree,Management,Yes,3,5-10 Miles,North America,64,Old,No
15555,Maried,Female," $60,000 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Middle aged,Yes
18423,Single,Male," $80,000 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,52,Middle aged,No
22743,Maried,Female," $40,000 ",5,High School,Professional,Yes,2,More than 10 Miles,North America,60,Old,No
25343,Single,Female," $20,000 ",3,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50,Middle aged,No
13390,Maried,Female," $70,000 ",4,Partial College,Professional,No,1,1-2 Miles,North America,56,Old,No
17482,Single,Female," $40,000 ",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,29,Adolescent,No
13176,Single,Male," $1,30,000 ",0,Graduate Degree,Management,No,2,0-1 Miles,North America,38,Middle aged,Yes
20504,Maried,Female," $40,000 ",5,High School,Professional,No,2,2-5 Miles,North America,60,Old,No
12205,Single,Female," $1,30,000 ",2,Bachelors,Management,No,4,0-1 Miles,North America,67,Old,No
16751,Maried,Male," $60,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,Middle aged,Yes
21613,Single,Male," $50,000 ",2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39,Middle aged,Yes
24801,Single,Male," $60,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle aged,Yes
17519,Maried,Female," $60,000 ",0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,Middle aged,No
18347,Single,Female," $30,000 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,31,Middle aged,No
29052,Single,Male," $40,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolescent,No
11745,Maried,Female," $60,000 ",1,Bachelors,Professional,Yes,1,0-1 Miles,North America,47,Middle aged,Yes
19147,Maried,Male," $40,000 ",0,Bachelors,Professional,No,1,0-1 Miles,North America,42,Middle aged,No
19217,Maried,Male," $30,000 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,Middle aged,No
15839,Single,Male," $30,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,Middle aged,No
13714,Maried,Female," $20,000 ",2,High School,Manual,No,2,1-2 Miles,North America,53,Middle aged,Yes
22330,Maried,Male," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32,Middle aged,Yes
18783,Single,Male," $80,000 ",0,Bachelors,Management,No,1,0-1 Miles,North America,38,Middle aged,Yes
25041,Single,Male," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Middle aged,No
22046,Single,Female," $80,000 ",0,Bachelors,Management,No,1,0-1 Miles,North America,38,Middle aged,Yes
28052,Maried,Male," $60,000 ",2,High School,Professional,Yes,2,More than 10 Miles,North America,55,Old,No
26693,Maried,Male," $70,000 ",3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,Middle aged,No
24955,Single,Male," $30,000 ",5,Partial High School,Skilled Manual,Yes,3,More than 10 Miles,North America,60,Old,Yes
26065,Single,Female," $1,10,000 ",3,Bachelors,Management,No,4,1-2 Miles,North America,42,Middle aged,No
13942,Maried,Male," $60,000 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46,Middle aged,No
11219,Maried,Male," $60,000 ",2,High School,Professional,Yes,2,More than 10 Miles,North America,55,Old,No
22118,Single,Female," $70,000 ",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle aged,Yes
23197,Maried,Male," $50,000 ",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,40,Middle aged,No
14883,Maried,Female," $30,000 ",1,Bachelors,Skilled Manual,Yes,1,5-10 Miles,North America,53,Middle aged,Yes
27279,Single,Female," $70,000 ",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38,Middle aged,Yes
18322,Single,Male," $30,000 ",0,Partial High School,Clerical,No,2,0-1 Miles,North America,26,Adolescent,No
15879,Maried,Male," $70,000 ",5,Bachelors,Management,Yes,2,2-5 Miles,North America,61,Old,No
28278,Maried,Male," $50,000 ",2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,71,Old,No
24416,Maried,Male," $90,000 ",4,High School,Professional,Yes,2,1-2 Miles,North America,45,Middle aged,No
28066,Maried,Male," $80,000 ",2,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Middle aged,Yes
11275,Maried,Female," $80,000 ",4,Graduate Degree,Management,Yes,2,0-1 Miles,North America,72,Old,Yes
14872,Maried,Male," $30,000 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,Middle aged,No
16151,Maried,Female," $60,000 ",1,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Middle aged,Yes
19731,Maried,Male," $80,000 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,68,Old,No
23801,Maried,Female," $20,000 ",2,Partial High School,Clerical,Yes,2,0-1 Miles,North America,49,Middle aged,No
11807,Maried,Male," $70,000 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle aged,No
11622,Maried,Male," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,Middle aged,No
26597,Single,Female," $60,000 ",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Middle aged,No
27074,Maried,Female," $70,000 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Middle aged,Yes
19228,Maried,Female," $40,000 ",2,Partial College,Clerical,Yes,1,0-1 Miles,North America,48,Middle aged,No
13415,Single,Male," $1,00,000 ",1,Graduate Degree,Management,Yes,3,2-5 Miles,North America,73,Old,Yes
17000,Single,Female," $70,000 ",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,43,Middle aged,Yes
14569,Maried,Male," $60,000 ",1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle aged,No
13873,Maried,Male," $70,000 ",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle aged,Yes
20401,Maried,Female," $50,000 ",4,Bachelors,Management,Yes,2,1-2 Miles,North America,64,Old,Yes
21583,Maried,Female," $50,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Middle aged,Yes
12029,Maried,Male," $30,000 ",0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,Adolescent,No
18066,Single,Male," $70,000 ",5,Bachelors,Management,Yes,3,More than 10 Miles,North America,60,Old,Yes
28192,Maried,Female," $70,000 ",5,Graduate Degree,Professional,Yes,3,More than 10 Miles,North America,46,Middle aged,No
16122,Maried,Male," $40,000 ",4,High School,Skilled Manual,Yes,2,0-1 Miles,North America,44,Middle aged,Yes
18607,Single,Female," $60,000 ",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,Middle aged,Yes
28858,Single,Male," $80,000 ",3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,Middle aged,No
14432,Single,Male," $90,000 ",4,Graduate Degree,Management,Yes,1,5-10 Miles,North America,73,Old,No
26305,Single,Female," $60,000 ",2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,36,Middle aged,Yes
22050,Single,Male," $90,000 ",4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Middle aged,Yes
25394,Maried,Male," $60,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle aged,Yes
19747,Maried,Male," $50,000 ",4,Bachelors,Management,Yes,2,More than 10 Miles,North America,63,Old,No
23195,Single,Male," $50,000 ",3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle aged,Yes
21695,Maried,Male," $60,000 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,39,Middle aged,Yes
13934,Maried,Male," $40,000 ",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,46,Middle aged,No
13337,Maried,Female," $80,000 ",5,Bachelors,Management,Yes,2,5-10 Miles,North America,64,Old,No
27190,Maried,Female," $40,000 ",3,Partial College,Clerical,Yes,1,1-2 Miles,North America,32,Middle aged,No
28657,Single,Male," $60,000 ",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Middle aged,Yes
21713,Single,Male," $80,000 ",5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle aged,No
21752,Maried,Male," $60,000 ",3,Graduate Degree,Management,Yes,2,More than 10 Miles,North America,64,Old,No
27273,Single,Male," $70,000 ",3,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Middle aged,Yes
22719,Single,Male," $1,10,000 ",3,Bachelors,Management,Yes,4,2-5 Miles,North America,40,Middle aged,Yes
22042,Maried,Female," $70,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Middle aged,Yes
21451,Maried,Female," $40,000 ",4,High School,Professional,Yes,2,More than 10 Miles,North America,61,Old,No
20754,Maried,Male," $30,000 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,51,Middle aged,No
12153,Single,Female," $70,000 ",3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,Middle aged,Yes
16895,Maried,Female," $40,000 ",3,Partial College,Professional,No,2,1-2 Miles,North America,54,Middle aged,Yes
26728,Single,Male," $70,000 ",3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,Middle aged,Yes
11090,Single,Male," $90,000 ",2,Partial College,Professional,Yes,1,2-5 Miles,North America,48,Middle aged,Yes
15862,Single,Female," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Middle aged,Yes
26495,Single,Female," $40,000 ",2,High School,Professional,Yes,2,More than 10 Miles,North America,57,Old,No
11823,Maried,Female," $70,000 ",0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,39,Middle aged,No
23449,Maried,Male," $60,000 ",2,High School,Professional,Yes,2,5-10 Miles,North America,48,Middle aged,No
23459,Maried,Male," $60,000 ",2,High School,Professional,Yes,2,5-10 Miles,North America,50,Middle aged,No
19543,Maried,Male," $70,000 ",5,Graduate Degree,Professional,No,3,More than 10 Miles,North America,47,Middle aged,No
14914,Maried,Female," $40,000 ",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Middle aged,Yes
12033,Single,Female," $40,000 ",0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Adolescent,Yes
11941,Single,Male," $60,000 ",0,Partial College,Skilled Manual,Yes,0,5-10 Miles,North America,29,Adolescent,No
14389,Maried,Male," $60,000 ",2,Bachelors,Management,Yes,0,2-5 Miles,North America,59,Old,No
18050,Maried,Female," $60,000 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Middle aged,Yes
19856,Maried,Female," $60,000 ",4,Bachelors,Management,Yes,2,2-5 Miles,North America,60,Old,No
11663,Maried,Male," $70,000 ",4,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Middle aged,Yes
27740,Maried,Female," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolescent,No
23455,Single,Male," $80,000 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,Middle aged,No
15292,Single,Female," $60,000 ",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,35,Middle aged,No
21587,Maried,Female," $60,000 ",1,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34,Middle aged,Yes
23513,Maried,Female," $40,000 ",3,Partial College,Professional,Yes,2,5-10 Miles,North America,54,Middle aged,No
24322,Maried,Female," $60,000 ",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Middle aged,No
26298,Maried,Female," $50,000 ",1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,34,Middle aged,Yes
25419,Single,Male," $50,000 ",2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,Middle aged,Yes
13343,Maried,Female," $90,000 ",5,Bachelors,Management,Yes,2,1-2 Miles,North America,63,Old,Yes
11303,Single,Female," $90,000 ",4,High School,Professional,No,3,1-2 Miles,North America,45,Middle aged,Yes
21693,Single,Female," $60,000 ",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,Middle aged,No
28056,Maried,Male," $70,000 ",2,Partial High School,Skilled Manual,Yes,2,More than 10 Miles,North America,53,Middle aged,No
11788,Single,Female," $70,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle aged,No
22296,Maried,Male," $70,000 ",0,Bachelors,Professional,No,1,0-1 Miles,North America,38,Middle aged,No
15319,Maried,Female," $70,000 ",4,Bachelors,Management,No,1,1-2 Miles,North America,59,Old,No
17654,Single,Female," $40,000 ",3,Partial College,Clerical,Yes,1,1-2 Miles,North America,30,Adolescent,Yes
14662,Maried,Male," $60,000 ",1,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Middle aged,Yes
17541,Maried,Female," $40,000 ",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,43,Middle aged,No
13886,Maried,Female," $70,000 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle aged,Yes
13073,Maried,Female," $60,000 ",0,Partial College,Professional,Yes,2,5-10 Miles,North America,30,Adolescent,No
21940,Maried,Male," $90,000 ",5,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,47,Middle aged,Yes
20196,Maried,Male," $60,000 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Middle aged,Yes
23491,Single,Male," $1,00,000 ",0,Partial College,Professional,No,4,1-2 Miles,North America,45,Middle aged,No
16651,Maried,Female," $1,20,000 ",2,Bachelors,Management,Yes,3,5-10 Miles,North America,62,Old,No
16813,Maried,Male," $60,000 ",2,Partial College,Professional,Yes,2,More than 10 Miles,North America,55,Old,No
16007,Maried,Female," $90,000 ",5,Bachelors,Management,Yes,2,1-2 Miles,North America,66,Old,Yes
27434,Single,Male," $70,000 ",4,Partial College,Professional,Yes,1,More than 10 Miles,North America,56,Old,No
27756,Single,Female," $50,000 ",3,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,40,Middle aged,No
23818,Maried,Female," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Middle aged,Yes
19012,Maried,Male," $80,000 ",3,Bachelors,Management,Yes,1,1-2 Miles,North America,56,Old,No
18329,Single,Male," $30,000 ",0,Partial High School,Clerical,No,2,5-10 Miles,North America,27,Adolescent,No
29037,Maried,Male," $60,000 ",0,Graduate Degree,Professional,No,0,0-1 Miles,North America,39,Middle aged,No
26576,Maried,Female," $60,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,Middle aged,No
12192,Single,Female," $60,000 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,51,Middle aged,No
14887,Maried,Female," $30,000 ",1,High School,Clerical,Yes,1,5-10 Miles,North America,52,Middle aged,No
11734,Maried,Male," $60,000 ",1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,Middle aged,No
17462,Maried,Male," $70,000 ",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle aged,Yes
20659,Maried,Male," $70,000 ",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle aged,Yes
28004,Maried,Female," $60,000 ",3,Bachelors,Management,Yes,2,More than 10 Miles,North America,66,Old,No
